loan_amnt,installment,grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,fico_average,term_ 60 months,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
7200,240.59,2,6,48000.0,0,17.43,0,1,7,0,16450,80.2,10,0.0,687.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5600,193.17,3,2,85000.0,1,12.24,1,3,8,0,6812,90.8,31,0.0,677.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,411.71,3,1,57000.0,0,10.86,0,1,7,0,9273,81.5,11,0.0,682.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8500,258.71,1,3,25000.0,0,1.73,0,0,6,0,2463,28.0,18,0.0,762.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,257.8,2,3,34000.0,0,18.28,0,0,6,0,7434,78.5,7,0.0,712.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,267.33,2,11,40000.0,0,15.0,0,0,10,0,18601,88.2,11,0.0,692.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,382.92,3,11,42656.4,0,17.44,0,1,4,0,12830,92.3,17,0.0,737.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,536.81,4,3,44400.0,0,3.59,1,0,6,1,4582,91.6,16,1.0,672.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10000,322.25,2,3,30000.0,0,11.24,0,1,8,0,9152,66.8,30,0.0,732.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,307.04,1,6,70000.0,0,16.78,0,0,9,0,10770,69.0,18,0.0,742.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,275.96,3,4,28000.0,0,12.6,0,1,8,0,6187,54.3,11,0.0,677.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22000,708.95,2,3,50000.0,0,13.22,0,4,17,0,21470,49.8,32,0.0,742.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,205.86,3,11,94800.0,0,24.53,0,1,13,0,71890,95.9,30,0.0,697.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,339.25,2,11,40000.0,0,9.39,0,1,6,0,13270,28.5,23,0.0,782.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13500,435.04,2,3,36000.0,0,22.93,0,1,13,0,25011,67.2,15,0.0,727.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,835.39,2,3,225000.0,0,8.32,1,0,11,0,30449,34.6,23,0.0,712.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,339.31,3,3,45900.0,0,24.97,0,2,10,0,8936,48.3,12,0.0,692.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2500,84.83,3,5,27200.0,0,6.44,0,0,6,0,3473,68.1,6,0.0,687.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7325,245.72,2,2,42000.0,0,22.57,0,3,12,0,7281,65.0,29,0.0,682.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,133.67,2,6,135000.0,0,12.12,0,3,11,0,29311,85.7,21,0.0,697.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,339.31,3,6,65000.0,1,6.92,1,2,12,0,14292,69.5,17,0.0,692.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7750,277.36,4,1,24000.0,1,16.1,0,1,4,0,2348,67.1,7,0.0,667.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,539.84,6,7,70000.0,1,16.63,0,1,10,0,10470,79.9,24,0.0,667.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9600,320.79,2,11,65000.0,0,11.65,0,0,6,0,11279,70.9,11,0.0,687.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21000,464.07,2,4,60000.0,1,6.62,0,0,7,0,10543,79.9,11,0.0,737.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,456.03,2,4,30000.0,0,15.52,0,0,7,0,15542,65.6,14,0.0,702.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13350,446.1,2,11,43000.0,0,20.57,0,0,7,0,11531,95.3,15,0.0,707.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,533.08,4,11,42000.0,1,19.63,0,2,10,0,8238,74.9,38,0.0,667.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,536.81,4,9,75000.0,1,16.03,0,0,10,0,13505,75.9,17,0.0,667.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11000,253.06,3,11,129000.0,0,10.94,0,0,10,0,1735,24.1,31,0.0,722.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,1140.07,2,3,168000.0,0,3.17,1,1,16,0,1099,1.4,22,0.0,762.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,293.16,2,10,74000.0,0,8.89,0,0,7,0,7388,71.7,10,0.0,707.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22475,537.87,3,8,52000.0,0,15.23,0,1,7,0,18554,61.8,23,0.0,717.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,536.72,2,2,58500.0,1,20.64,0,0,8,0,26224,89.3,10,0.0,697.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13500,452.86,2,6,71000.0,0,11.97,0,2,4,0,6681,77.7,11,0.0,712.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24000,805.08,2,11,75000.0,0,11.6,0,0,10,0,21609,84.6,33,0.0,702.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,390.88,2,6,60000.0,0,10.84,0,1,12,0,11849,48.8,18,0.0,717.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8400,207.73,4,6,87996.0,0,11.35,0,0,8,0,9551,80.3,13,0.0,687.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28000,704.64,4,6,140000.0,0,12.07,0,1,13,0,2686,13.4,24,0.0,717.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14000,429.86,1,11,66000.0,0,11.15,0,1,7,0,12095,35.4,46,0.0,752.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,411.71,3,9,70000.0,1,8.4,0,1,7,0,11546,86.2,12,0.0,692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,826.9,2,11,100000.0,0,6.88,0,1,8,0,21128,89.1,18,0.0,737.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,301.91,2,6,50000.0,0,17.81,0,1,13,0,12752,55.4,21,0.0,697.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13250,431.6,2,5,35000.0,0,24.93,0,2,11,0,13392,58.7,25,0.0,722.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,678.61,3,7,75000.0,0,22.38,0,1,7,0,19548,90.8,17,0.0,717.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,103.49,3,6,71000.0,0,21.84,0,1,4,0,15072,88.7,14,0.0,682.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7350,239.42,2,11,48000.0,0,11.93,0,0,5,0,15587,77.5,5,0.0,697.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11500,400.18,3,6,36000.0,0,21.1,0,1,7,0,8969,76.7,14,0.0,672.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13650,456.12,2,11,86000.0,1,12.29,0,1,12,0,16140,73.4,34,0.0,702.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10500,370.66,4,4,30000.0,1,15.0,0,1,7,0,5379,55.5,8,0.0,682.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,386.7,2,3,60000.0,0,15.5,0,0,7,0,12168,85.7,21,0.0,717.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,190.52,1,4,34000.0,0,14.51,0,2,9,0,13683,64.8,16,0.0,717.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11500,400.18,3,11,44200.0,0,21.69,0,1,9,0,13147,90.0,11,0.0,687.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,233.91,2,8,82000.0,0,12.0,0,1,6,0,25334,71.6,31,0.0,692.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29500,786.51,5,7,83000.0,0,20.93,0,0,12,0,22087,89.8,35,0.0,692.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,69.6,3,3,41000.0,0,17.74,0,1,7,0,18115,96.4,11,0.0,682.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11625,394.45,3,1,36000.0,0,19.33,0,1,17,0,19979,84.7,31,0.0,692.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15075,517.21,3,11,35000.0,1,20.16,0,1,7,0,10570,89.6,14,0.0,702.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5300,184.43,3,2,30000.0,0,24.88,0,2,11,0,7855,82.7,13,0.0,662.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8200,251.77,1,1,40000.0,0,11.1,0,1,7,0,2573,25.5,11,0.0,752.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000,400.99,2,10,105000.0,0,13.98,0,1,10,0,11243,75.0,25,0.0,702.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8650,296.78,3,5,45000.0,0,7.6,0,2,14,0,6602,58.9,23,0.0,682.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21000,294.98,4,11,109000.0,0,7.75,0,0,9,0,25435,50.3,16,0.0,697.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,399.97,4,3,50000.0,0,11.04,0,0,10,0,15788,42.2,16,0.0,697.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,400.99,2,3,83000.0,0,11.81,0,2,14,0,16550,51.1,61,0.0,702.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9500,318.68,2,1,52500.0,1,23.54,0,2,14,0,23729,75.3,42,0.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7400,251.09,3,1,25000.0,0,8.45,0,0,5,0,5199,92.8,13,0.0,692.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14400,488.6,3,11,60000.0,0,16.92,0,1,15,0,23317,65.0,26,0.0,692.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24250,519.76,7,8,120000.0,0,12.96,0,3,7,0,31992,99.0,20,0.0,672.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7200,225.29,1,4,68000.0,1,7.98,0,0,5,0,8783,82.9,14,0.0,722.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26000,642.96,4,11,53000.0,1,11.77,0,1,5,0,7560,72.7,14,0.0,732.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7000,154.69,2,7,69600.0,1,26.22,0,0,10,0,45449,90.9,23,0.0,732.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,124.45,1,1,65000.0,0,18.17,0,0,10,0,10032,50.7,24,0.0,722.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,53.69,4,11,144000.0,0,8.23,1,0,6,0,14186,97.8,14,0.0,667.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19600,654.94,2,3,75000.0,0,11.62,0,0,8,0,20355,50.1,12,0.0,697.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2500,82.69,2,8,29000.0,0,18.7,0,0,5,0,2668,66.7,13,0.0,687.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,335.45,2,3,70000.0,1,2.69,0,0,5,0,6035,70.2,6,0.0,687.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,307.04,1,6,45000.0,0,26.85,0,0,15,0,10133,70.4,40,0.0,742.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4225,141.18,2,6,55200.0,0,17.61,0,1,6,0,4055,73.7,12,0.0,692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3500,109.52,1,8,61440.0,0,6.46,1,0,6,0,15472,55.5,19,0.0,717.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000,368.45,1,11,56000.0,0,13.65,0,0,7,0,9873,80.3,21,0.0,737.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16500,523.93,1,1,47000.0,0,9.06,0,1,6,0,13917,38.8,24,0.0,747.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22000,603.5,6,1,55000.0,0,15.62,0,1,9,0,20154,79.4,27,0.0,667.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,413.94,3,2,71000.0,0,14.87,0,2,15,0,17972,71.0,38,0.0,677.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15600,352.48,2,11,50000.0,1,5.78,0,1,8,0,8079,35.7,11,0.0,742.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10800,360.89,2,9,135000.0,0,12.12,0,0,14,0,18467,74.5,23,0.0,677.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14000,467.82,2,11,63000.0,0,7.35,0,0,5,0,17212,97.8,19,0.0,717.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18825,473.75,4,5,44000.0,0,24.98,0,0,9,0,14092,93.2,20,0.0,702.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,203.59,3,6,50000.0,0,15.58,0,1,8,0,7361,83.6,14,0.0,677.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,386.7,2,6,80000.0,0,14.83,0,0,11,0,17536,67.7,21,0.0,707.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,334.16,2,5,45000.0,0,10.45,0,0,14,0,10177,51.6,19,0.0,682.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,250.33,1,3,78000.0,0,6.09,0,1,16,0,15988,55.9,31,0.0,722.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14125,455.18,2,2,33000.0,0,23.13,0,3,12,0,19472,66.0,20,0.0,727.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,469.63,2,6,62800.0,0,19.24,0,1,10,0,13579,64.5,18,0.0,692.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13200,224.36,4,4,26400.0,0,9.64,0,3,8,0,7411,50.1,12,0.0,692.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4000,146.69,5,11,80000.0,0,20.59,1,2,30,0,6654,22.6,56,0.0,682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4000,134.18,2,3,25000.0,1,6.86,0,3,5,0,8546,79.7,13,0.0,687.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10500,319.58,1,11,65000.0,0,10.36,0,0,8,0,10729,18.7,16,0.0,777.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5500,172.1,1,11,59000.0,0,6.65,0,0,10,1,9130,43.3,23,0.0,707.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7350,243.11,2,2,33000.0,0,22.51,0,1,13,0,24782,77.9,23,0.0,697.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,334.16,2,11,39000.0,1,18.31,0,1,7,0,11691,90.6,19,0.0,722.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,373.33,1,11,42000.0,0,10.74,0,1,7,0,18913,43.0,17,0.0,737.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,110.5,2,6,38004.0,0,23.78,0,0,12,0,10023,57.3,17,0.0,712.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,176.79,2,4,31000.0,0,16.22,0,3,13,0,2751,34.4,29,0.0,747.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4500,142.89,1,11,50700.0,0,23.43,0,0,10,0,9127,24.4,20,0.0,702.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18000,601.48,2,2,75000.0,0,12.51,0,2,9,0,14810,66.1,27,0.0,722.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12300,282.96,3,3,30000.0,0,12.76,0,1,8,0,10981,55.5,12,0.0,722.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,407.17,3,7,40000.0,0,15.72,0,0,8,0,10790,80.5,13,0.0,672.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,339.31,3,11,50000.0,0,5.88,1,2,5,0,8899,47.6,15,0.0,697.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,187.75,1,8,80000.0,0,8.87,0,4,8,0,19071,30.3,29,0.0,742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,402.54,2,5,40000.0,0,22.2,0,1,9,0,16273,55.5,23,0.0,697.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,381.04,1,8,80000.0,1,9.13,0,0,8,0,13088,83.5,16,0.0,717.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7000,231.54,2,3,75000.0,0,15.57,0,0,7,0,22196,94.1,17,0.0,692.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,690.56,5,9,85000.0,0,12.0,0,1,16,0,31071,53.0,50,0.0,722.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1400,43.81,1,2,28800.0,0,10.0,0,1,5,0,2016,9.9,7,0.0,747.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16000,368.08,3,11,35000.0,1,16.22,0,1,6,0,19184,58.5,14,0.0,732.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3200,103.12,2,10,61200.0,0,2.16,0,0,5,1,2795,33.3,17,1.0,702.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,250.33,1,2,40000.0,0,13.35,0,0,4,0,2440,34.4,11,0.0,737.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11875,268.32,2,1,25920.0,1,23.75,0,0,8,0,13932,94.1,28,0.0,727.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,152.18,1,10,54000.0,0,3.82,0,0,6,0,1779,4.0,14,0.0,792.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1800,55.27,1,11,18000.0,0,23.8,0,0,5,0,1792,39.8,12,0.0,752.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35000,1111.37,1,6,85000.0,0,17.73,0,0,7,0,16720,61.5,13,0.0,737.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,571.56,1,6,78000.0,0,7.0,0,1,6,0,17769,66.3,10,0.0,742.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14000,438.07,1,11,45600.0,1,19.74,0,0,5,0,15846,63.9,10,0.0,742.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,167.08,2,3,70000.0,0,20.06,0,1,14,0,13543,54.2,26,0.0,687.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,281.1,3,5,70000.0,0,14.04,0,2,10,0,24072,91.9,30,0.0,677.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,304.36,1,10,80000.0,0,12.99,0,0,7,0,27644,45.2,17,0.0,752.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,311.11,1,6,50000.0,0,4.63,0,2,8,0,6592,25.7,25,0.0,742.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,400.99,2,11,35000.0,0,18.51,0,0,10,0,8198,75.7,13,0.0,687.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23200,725.94,1,4,65000.0,0,27.99,0,0,10,0,36381,47.0,34,0.0,742.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,430.78,3,2,84000.0,0,11.41,0,3,11,0,22542,83.2,23,0.0,712.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4800,167.03,3,11,75000.0,0,9.3,0,1,13,0,22195,73.7,18,0.0,667.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7300,241.46,2,7,35000.0,0,16.42,0,1,10,0,9628,44.6,17,0.0,697.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10400,335.14,2,7,40000.0,0,11.67,0,2,7,0,11624,80.6,19,0.0,732.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6600,212.69,2,2,100000.0,0,15.53,0,2,10,0,2171,27.8,30,0.0,712.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12000,381.04,1,8,40000.0,0,9.45,0,0,12,0,13756,37.4,20,0.0,717.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13250,474.19,4,11,52000.0,0,23.7,0,0,8,0,15002,91.5,18,0.0,672.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,396.92,2,4,92500.0,0,15.97,0,2,11,0,9558,56.2,21,0.0,707.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,805.63,2,10,61000.0,0,10.35,0,0,5,0,23712,49.4,10,0.0,742.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,195.44,2,11,36000.0,0,14.43,0,1,5,0,13626,48.5,9,0.0,707.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,373.33,1,11,68000.0,0,7.08,0,1,7,0,15433,55.6,34,0.0,747.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14400,476.3,2,2,80000.0,0,16.35,0,1,10,0,19983,48.4,16,0.0,707.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,334.16,2,11,43000.0,0,11.58,0,0,13,0,13034,65.5,33,0.0,682.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,264.61,2,2,150000.0,0,2.48,1,0,5,0,9722,56.2,8,0.0,702.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,282.41,4,6,50000.0,1,13.22,0,0,9,0,5106,72.9,12,0.0,667.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,673.72,2,4,70000.0,1,0.94,0,0,7,0,1159,3.2,14,0.0,757.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18000,445.13,4,7,40000.0,1,18.42,0,3,7,0,11147,73.4,20,0.0,702.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13250,438.26,2,3,35000.0,0,22.35,0,1,16,0,10014,67.2,21,0.0,707.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14000,480.33,3,7,80000.0,0,16.21,0,0,8,0,11546,96.2,11,0.0,687.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,533.23,5,11,59000.0,1,20.91,0,2,16,0,32137,83.1,32,0.0,667.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,353.01,4,11,40000.0,0,24.39,0,1,7,0,11665,96.4,18,0.0,682.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,619.88,5,6,85000.0,0,20.16,0,0,11,0,31306,74.5,24,0.0,687.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,121.75,1,2,55000.0,0,7.05,0,0,7,0,2189,43.8,18,0.0,757.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13000,418.93,2,7,110000.0,0,8.38,0,0,8,0,9599,81.3,14,0.0,712.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28000,939.26,2,6,100000.0,0,12.35,0,0,7,0,5739,67.5,15,0.0,722.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,339.31,3,4,62000.0,0,11.52,0,0,9,0,16462,79.1,20,0.0,672.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,625.81,1,1,45000.0,0,9.25,0,1,8,0,14386,74.9,10,0.0,747.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
